Cholera,COVID-19,Ebola,Swine Flu,SARS,Measles,Measles,Cholera,Cholera,Ebola,Swine Flu,Meningitis,MERS
6925,,11144,282091,813,5001,1602,4369,2317,2144,2035,1100,33
6927,,11145,282367,813,5001,1605,4369,2320,2146,2035,1100,34
6930,,11147,282639,813,5001,1609,4369,2323,2147,2035,1100,34
6933,,11147,282907,813,5001,1613,4369,2326,2147,2035,1100,34
6935,,11148,283171,813,5001,1617,4369,2329,2148,2035,1100,35
6938,,11148,283432,813,5001,1620,4369,2333,2148,2035,1100,35
6941,,11149,283689,813,5001,1624,4369,2336,2149,2035,1100,35
6944,,11149,283942,813,5001,1628,4369,2339,2149,2035,1100,36
6946,,11154,284192,813,5001,1632,4369,2342,2150,2035,1100,36
6949,,11158,284438,813,5001,1635,4369,2345,2153,2035,1100,36
6952,,11160,284681,813,5001,1639,4369,2346,2155,2035,1100,37
6954,,11163,284920,813,5001,1643,4369,2346,2158,2035,1100,37
6957,,11163,285156,813,5001,1646,4369,2347,2161,2035,1100,37
6960,,11164,285388,813,5001,1650,4369,2348,2164,2035,1100,38
6963,,11166,285618,813,5001,1654,4369,2348,2166,2035,1100,38
6965,,11168,285844,813,5001,1658,4369,2349,2169,2035,1100,38
6968,,11169,286067,813,5001,1661,4369,2349,2170,2035,1100,38
6971,,11171,286286,813,5001,1665,4369,2350,2172,2035,1100,38
6973,,11173,286503,813,5001,1669,4369,2351,2173,2035,1100,39
6976,,11178,286716,813,5001,1673,4369,2351,2174,2035,1100,39
6979,,11185,286927,813,5001,1676,4369,2352,2176,2035,1100,39
6982,,11192,287134,813,5001,1680,4369,2353,2177,2035,1100,39
6984,,11199,287339,813,5001,1683,4369,2353,2179,2035,1100,39
6987,,11207,287541,813,5001,1685,4369,2354,2180,2035,1100,39
6990,,11212,287739,813,5001,1688,4369,2354,2181,2035,1100,39
6992,,11217,287935,813,5001,1691,4369,2355,2182,2035,1100,40
6995,,11217,288129,813,5001,1693,4369,2356,2182,2035,1100,40
6998,,11217,288319,813,5001,1696,4369,2356,2183,2035,1100,40
7001,,11218,288507,813,5001,1699,4369,2357,2184,2035,1100,40
7003,,11218,288692,813,5001,1701,4369,2358,2185,2035,1100,40
7006,,11219,288875,813,5001,1704,4369,2358,2186,2035,1100,40
7009,,11220,289055,813,5001,1707,4369,2359,2187,2035,1100,40
7011,,11220,289232,813,5001,1709,4369,2360,2188,2035,1100,41
7014,,11224,289407,813,5001,1712,4369,2360,2190,2035,1100,41
7017,,11229,289580,813,5001,1715,4369,2361,2191,2035,1100,41
7020,,11328,289750,813,5001,1717,4369,2361,2192,2035,1100,41
7022,,11328,289917,813,5001,1720,4369,2362,2193,2035,1100,41
7025,,11328,290082,813,5001,1723,4369,2363,2193,2035,1100,41
7029,,11328,290245,813,5001,1725,4369,2363,2194,2035,1100,42
7034,,11328,290406,813,5001,1728,4369,2364,2194,2035,1100,42
7038,,11328,290564,813,5001,1731,4369,2364,2194,2035,1100,42
7042,,11328,290720,813,5001,1733,4369,2365,2194,2035,1100,42
7047,,11328,290874,813,5001,1736,4369,2365,2195,2035,1100,42
7051,,11328,291026,813,5001,1739,4369,2365,2195,2035,1100,42
7056,,11328,291175,813,5001,1741,4369,2365,2195,2035,1100,42
7060,,11328,291323,813,5001,1744,4369,2366,2196,2035,1100,43
7064,,11328,291468,813,5001,1747,4369,2366,2196,2035,1100,43
7069,,11328,291612,813,5001,1749,4369,2366,2197,2035,1100,43
7073,,11328,291753,813,5001,1752,4369,2367,2197,2035,1100,43
7077,,11328,291892,813,5001,1755,4369,2367,2198,2035,1100,43
7082,,11328,292029,813,5001,1757,4369,2367,2198,2035,1100,43
7086,,11328,292165,813,5001,1760,4369,2367,2199,2035,1100,43
7090,,11328,292298,813,5001,1763,4369,2368,2200,2035,1100,44
7095,,11328,292430,813,5001,1765,4369,2368,2200,2035,1100,44
7099,,11328,292559,813,5001,1768,4369,2368,2201,2035,1100,44
7103,,11328,292687,813,5001,1771,4369,2369,2202,2035,1100,44
7108,,11328,292813,813,5001,1773,4369,2369,2203,2035,1100,44
7112,,11328,292938,813,5001,1776,4369,2369,2204,2035,1100,44
7117,,11328,293060,813,5001,1779,4369,2370,2204,2035,1100,44
7121,,11328,293181,813,5001,1781,4369,2370,2205,2035,1100,45
7125,,11328,293300,813,5001,1784,4369,2370,2206,2035,1100,45
7130,,11328,293417,813,5001,1787,4369,2371,2207,2035,1100,45
7134,,11328,293533,813,5001,1789,4369,2371,2207,2035,1100,45
7138,,11328,293647,813,5001,1792,4369,2372,2208,2035,1100,45
7143,,11328,293760,813,5001,1795,4369,2372,2209,2035,1100,45
7147,,11328,293871,813,5001,1797,4369,2372,2210,2035,1100,45
7151,,11328,293980,813,5001,1800,4369,2373,2211,2035,1100,46
7156,,11328,294088,813,5001,1802,4369,2373,2212,2035,1100,46
7160,,11328,294194,813,5001,1805,4369,2373,2213,2035,1100,46
7164,,11328,294299,813,5001,1808,4369,2374,2214,2035,1100,46
7169,,11328,294402,813,5001,1810,4369,2374,2215,2035,1100,46
7173,,11328,294504,813,5001,1813,4369,2374,2216,2035,1100,46
7178,,11328,294604,813,5001,1816,4369,2375,2218,2035,1100,47
7182,,11328,294703,813,5001,1818,4369,2375,2219,2035,1100,47
7186,,11328,294801,813,5001,1821,4369,2376,2220,2035,1100,47
7191,,11328,294897,813,5001,1824,4369,2376,2221,2035,1100,47
7195,,11328,294992,813,5001,1826,4369,2376,2222,2035,1100,47
7199,,11328,295085,813,5001,1829,4369,2377,2223,2035,1100,47
7204,,11328,295177,813,5001,1832,4369,2377,2224,2035,1100,47
7208,,11328,295268,813,5001,1834,4369,2377,2225,2035,1100,48
7212,,11328,295358,813,5001,1837,4369,2378,2225,2035,1100,48
7217,,11328,295446,813,5001,1840,4369,2378,2226,2035,1100,48
7221,,11328,295446,813,5001,1842,4369,2378,2227,2035,1100,48
7225,,11328,295446,813,5001,1845,4369,2379,2227,2035,1100,48
7230,,11328,295446,813,5001,1848,4369,2379,2228,2035,1100,48
7234,,11328,295446,813,5001,1850,4369,2379,2228,2035,1100,48
7239,,11328,295446,813,5001,1853,4369,2380,2229,2035,1100,49
7243,,11328,295446,813,5001,1856,4369,2380,2230,2035,1100,49
7247,,11328,295446,813,5001,1858,4369,2381,2230,2035,1100,49
7252,,11328,295446,813,5001,1861,4369,2381,2231,2035,1100,49
7256,,11328,295446,813,5001,1864,4369,2381,2232,2035,1100,49
7260,,11328,295446,813,5001,1866,4369,2382,2232,2035,1100,49
7265,,11328,295446,813,5001,1869,4369,2382,2233,2035,1100,49
7269,,11328,295446,813,5001,1872,4369,2382,2234,2035,1100,50
7273,,11328,295446,813,5001,1874,4369,2383,2234,2035,1100,50
7278,,11328,295446,813,5001,1877,4369,2383,2235,2035,1100,50
7282,,11328,295446,813,5001,1880,4369,2384,2235,2035,1100,50
7286,,11328,295446,813,5001,1882,4369,2384,2236,2035,1100,50
7291,,11328,295446,813,5001,1885,4369,2384,2236,2035,1100,50
7295,,11328,295446,813,5001,1888,4369,2385,2237,2035,1100,50
7300,,11328,295446,813,5001,1890,4369,2385,2238,2035,1100,51
7304,,11328,295446,813,5001,1893,4369,2385,2238,2035,1100,51
7308,,11328,295446,813,5001,1896,4369,2386,2239,2035,1100,51
7313,,11328,295446,813,5001,1898,4369,2386,2239,2035,1100,51
7317,,11328,295446,813,5001,1901,4369,2387,2240,2035,1100,51
7321,,11328,295446,813,5001,1904,4369,2387,2240,2035,1100,51
7326,,11328,295446,813,5001,1906,4369,2387,2241,2035,1100,52
7330,,11328,295446,813,5001,1909,4369,2388,2242,2035,1100,52
7334,,11328,295446,813,5001,1912,4369,2388,2242,2035,1100,52
7339,,11328,295446,813,5001,1914,4369,2388,2243,2035,1100,52
7343,,11328,295446,813,5001,1917,4369,2389,2244,2035,1100,52
7347,,11328,295446,813,5001,1920,4369,2389,2244,2035,1100,52
7352,,11328,295446,813,5001,1922,4369,2390,2245,2035,1100,52
7356,,11328,295446,813,5001,1925,4369,2390,2246,2035,1100,53
7361,,11328,295446,813,5001,1928,4369,2390,2246,2035,1100,53
7365,,11328,295446,813,5001,1930,4369,2391,2247,2035,1100,53
7369,,11328,295446,813,5001,1933,4369,2391,2247,2035,1100,53
7374,,11328,295446,813,5001,1936,4369,2391,2248,2035,1100,53
7378,,11328,295446,813,5001,1938,4369,2391,2249,2035,1100,53
7382,,11328,295446,813,5001,1941,4369,2391,2249,2035,1100,53
7387,,11328,295446,813,5001,1944,4369,2392,2250,2035,1100,54
7391,,11328,295446,813,5001,1946,4369,2392,2250,2035,1100,54
7395,,11328,295446,813,5001,1949,4369,2392,2250,2035,1100,54
7400,,11328,295446,813,5001,1952,4369,2392,2251,2035,1100,54
7404,,11328,295446,813,5001,1954,4369,2392,2251,2035,1100,54
7408,,11328,295446,813,5001,1957,4369,2392,2251,2035,1100,54
7413,,11328,295446,813,5001,1960,4369,2392,2251,2035,1100,54
7417,,11328,295446,813,5001,1962,4369,2393,2252,2035,1100,55
7422,,11328,295446,813,5001,1965,4369,2393,2252,2035,1100,55
7426,,11328,295446,813,5001,1968,4369,2393,2252,2035,1100,55
7430,,11328,295446,813,5001,1970,4369,2393,2252,2035,1100,55
7435,,11328,295446,813,5001,1973,4369,2393,2252,2035,1100,55
7439,,11328,295446,813,5001,1976,4369,2393,2253,2035,1100,55
7443,,11328,295446,813,5001,1978,4369,2393,2253,2035,1100,55
7448,,11328,295446,813,5001,1981,4369,2394,2253,2035,1100,56
7452,,11328,295446,813,5001,1984,4369,2394,2254,2035,1100,56
7456,,11328,295446,813,5001,1986,4369,2394,2254,2035,1100,56
7461,,11328,295446,813,5001,1989,4369,2394,2255,2035,1100,56
7465,,11328,295446,813,5001,1992,4369,2394,2255,2035,1100,56
7469,,11328,295446,813,5001,1994,4369,2394,2256,2035,1100,56
7474,,11328,295446,813,5001,1997,4369,2394,2256,2035,1100,57
7478,,11328,295446,813,5001,2000,4369,2395,2257,2035,1100,57
7483,,11328,295446,813,5001,2002,4369,2395,2257,2035,1100,57
7487,,11328,295446,813,5001,2005,4369,2395,2258,2035,1100,57
7491,,11328,295446,813,5001,2008,4369,2395,2258,2035,1100,57
7496,,11328,295446,813,5001,2010,4369,2396,2259,2035,1100,57
7500,,11328,295446,813,5001,2013,4369,2397,2259,2035,1100,57
7507,,11328,295446,813,5001,2016,4369,2398,2260,2035,1100,58
7513,,11328,295446,813,5001,2018,4369,2399,2260,2035,1100,58
7520,,11328,295446,813,5001,2021,4369,2400,2261,2035,1100,58
7526,,11328,295446,813,5001,2024,4369,2401,2261,2035,1100,58
7533,,11328,295446,813,5001,2026,4369,2402,2262,2035,1100,58
7539,,11328,295446,813,5001,2029,4369,2403,2262,2035,1100,58
7546,,11328,295446,813,5001,2032,4369,2403,2263,2035,1100,58
7552,,11328,295446,813,5001,2034,4369,2404,2263,2035,1100,59
7559,,11328,295446,813,5001,2037,4369,2405,2264,2035,1100,59
7565,,11328,295446,813,5001,2039,4369,2406,2264,2035,1100,59
7572,,11328,295446,813,5001,2042,4369,2407,2265,2035,1100,59
7578,,11328,295446,813,5001,2045,4369,2408,2265,2035,1100,59
7585,,11328,295446,813,5001,2047,4369,2409,2266,2035,1100,59
7591,,11328,295446,813,5001,2050,4369,2410,2266,2035,1100,59
7598,,11328,295446,813,5001,2053,4369,2411,2267,2035,1100,60
7604,,11328,295446,813,5001,2055,4369,2411,2267,2035,1100,60
7611,,11328,295446,813,5001,2058,4369,2412,2268,2035,1100,60
7617,,11328,295446,813,5001,2061,4369,2412,2268,2035,1100,60
7624,,11328,295446,813,5001,2063,4369,2413,2268,2035,1100,60
7630,,11328,295446,813,5001,2066,4369,2413,2268,2035,1100,60
7637,,11328,295446,813,5001,2069,4369,2414,2268,2035,1100,60
7643,,11328,295446,813,5001,2071,4369,2414,2268,2035,1100,61
7650,,11328,295446,813,5001,2074,4369,2415,2268,2035,1100,61
7657,,11328,295446,813,5001,2077,4369,2415,2268,2035,1100,61
7663,,11328,295446,813,5001,2079,4369,2416,2268,2035,1100,61
7670,,11328,295446,813,5001,2082,4369,2416,2268,2035,1100,61
7676,,11328,295446,813,5001,2085,4369,2416,2268,2035,1100,61
7683,,11328,295446,813,5001,2087,4369,2417,2268,2035,1100,61
7689,,11328,295446,813,5001,2090,4369,2417,2268,2035,1100,62
7696,,11328,295446,813,5001,2093,4369,2418,2268,2035,1100,62
7702,,11328,295446,813,5001,2095,4369,2418,2268,2035,1100,62
7709,,11328,295446,813,5001,2098,4369,2419,2268,2035,1100,62
7715,,11328,295446,813,5001,2101,4369,2419,2268,2035,1100,62
7722,,11328,295446,813,5001,2103,4369,2420,2268,2035,1100,62
7728,,11328,295446,813,5001,2106,4369,2420,2268,2035,1100,63
7735,,11328,295446,813,5001,2109,4369,2420,2268,2035,1100,63
7741,,11328,295446,813,5001,2111,4369,2421,2268,2035,1100,63
7748,,11328,295446,813,5001,2114,4369,2421,2268,2035,1100,63
7754,,11328,295446,813,5001,2117,4369,2422,2268,2035,1100,63
7761,,11328,295446,813,5001,2119,4369,2422,2268,2035,1100,63
7767,,11328,295446,813,5001,2122,4369,2423,2268,2035,1100,63
7774,,11328,295446,813,5001,2125,4369,2423,2268,2035,1100,64
7780,,11328,295446,813,5001,2127,4369,2424,2268,2035,1100,64
7787,,11328,295446,813,5001,2130,4369,2424,2268,2035,1100,64
7793,,11328,295446,813,5001,2133,4369,2425,2268,2035,1100,64
7800,,11328,295446,813,5001,2135,4369,2425,2268,2035,1100,64
7802,,11328,295446,813,5001,2138,4369,2425,2268,2035,1100,64
7803,,11328,295446,813,5001,2141,4369,2426,2268,2035,1100,64
7805,,11328,295446,813,5001,2143,4369,2426,2268,2035,1100,65
7806,,11328,295446,813,5001,2146,4369,2427,2268,2035,1100,65
7808,,11328,295446,813,5001,2149,4369,2427,2268,2035,1100,65
7809,,11328,295446,813,5001,2151,4369,2428,2268,2035,1100,65
7811,,11328,295446,813,5001,2154,4369,2428,2268,2035,1100,65
7813,,11328,295446,813,5001,2157,4369,2429,2268,2035,1100,65
7814,,11328,295446,813,5001,2159,4369,2429,2268,2035,1100,65
7816,,11328,295446,813,5001,2162,4369,2430,2268,2035,1100,66
7817,,11328,295446,813,5001,2165,4369,2430,2268,2035,1100,66
7819,,11328,295446,813,5001,2167,4369,2432,2268,2035,1100,66
7820,,11328,295446,813,5001,2170,4369,2435,2268,2035,1100,66
7822,,11328,295446,813,5001,2173,4369,2437,2268,2035,1100,66
7824,,11328,295446,813,5001,2175,4369,2440,2268,2035,1100,66
7825,,11328,295446,813,5001,2178,4369,2442,2268,2035,1100,66
7827,,11328,295446,813,5001,2181,4369,2444,2268,2035,1100,67
7828,,11328,295446,813,5001,2183,4369,2447,2268,2035,1100,67
7830,,11328,295446,813,5001,2186,4369,2449,2268,2035,1100,67
7831,,11328,295446,813,5001,2189,4369,2451,2268,2035,1100,67
7833,,11328,295446,813,5001,2191,4369,2454,2268,2035,1100,67
7835,,11328,295446,813,5001,2194,4369,2456,2268,2035,1100,67
7836,,11328,295446,813,5001,2197,4369,2459,2268,2035,1100,68
7838,,11328,295446,813,5001,2199,4369,2461,2268,2035,1100,68
7839,,11328,295446,813,5001,2202,4369,2463,2268,2035,1100,68
7841,,11328,295446,813,5001,2205,4369,2466,2268,2035,1100,68
7842,,11328,295446,813,5001,2207,4369,2468,2268,2035,1100,68
7844,,11328,295446,813,5001,2210,4369,2470,2268,2035,1100,68
7845,,11328,295446,813,5001,2213,4369,2473,2268,2035,1100,68
7847,,11328,295446,813,5001,2215,4369,2475,2268,2035,1100,69
7849,,11328,295446,813,5001,2218,4369,2478,2268,2035,1100,69
7850,,11328,295446,813,5001,2221,4369,2480,2268,2035,1100,69
7852,,11328,295446,813,5001,2223,4369,2482,2268,2035,1100,69
7853,,11328,295446,813,5001,2226,4369,2485,2268,2035,1100,69
7855,,11328,295446,813,5001,2229,4369,2487,2268,2035,1100,69
7856,,11328,295446,813,5001,2231,4369,2490,2268,2035,1100,69
7858,,11328,295446,813,5001,2234,4369,2492,2268,2035,1100,70
7860,,11328,295446,813,5001,2237,4369,2494,2268,2035,1100,70
7861,,11328,295446,813,5001,2239,4369,2497,2268,2035,1100,70
7863,,11328,295446,813,5001,2242,4369,2499,2268,2035,1100,70
7864,,11328,295446,813,5001,2245,4369,2501,2268,2035,1100,70
7866,,11328,295446,813,5001,2247,4369,2504,2268,2035,1100,70
7867,,11328,295446,813,5001,2250,4369,2506,2268,2035,1100,70
7869,,11328,295446,813,5001,2253,4369,2509,2268,2035,1100,71
7871,,11328,295446,813,5001,2255,4369,2511,2268,2035,1100,71
7872,,11328,295446,813,5001,2258,4369,2513,2268,2035,1100,71
7874,,11328,295446,813,5001,2261,4369,2516,2268,2035,1100,71
7875,,11328,295446,813,5001,2263,4369,2518,2268,2035,1100,71
7877,,11328,295446,813,5001,2266,4369,2520,2268,2035,1100,71
7878,,11328,295446,813,5001,2268,4369,2523,2268,2035,1100,71
7880,,11328,295446,813,5001,2271,4369,2525,2268,2035,1100,72
7882,,11328,295446,813,5001,2274,4369,2528,2268,2035,1100,72
7883,,11328,295446,813,5001,2276,4369,2530,2268,2035,1100,72
7885,,11328,295446,813,5001,2279,4369,2532,2268,2035,1100,72
7886,,11328,295446,813,5001,2282,4369,2535,2268,2035,1100,72
7888,,11328,295446,813,5001,2284,4369,2537,2268,2035,1100,72
7889,,11328,295446,813,5001,2287,4369,2540,2268,2035,1100,73
7891,,11328,295446,813,5001,2290,4369,2542,2268,2035,1100,73
7893,,11328,295446,813,5001,2292,4369,2544,2268,2035,1100,73
7894,,11328,295446,813,5001,2295,4369,2547,2268,2035,1100,73
7896,,11328,295446,813,5001,2298,4369,2549,2268,2035,1100,73
7897,,11328,295446,813,5001,2300,4369,2551,2268,2035,1100,73
7899,,11328,295446,813,5001,2303,4369,2554,2268,2035,1100,73
7900,,11328,295446,813,5001,2306,4369,2556,2268,2035,1100,74
7902,,11328,295446,813,5001,2308,4369,2559,2268,2035,1100,74
7904,,11328,295446,813,5001,2311,4369,2561,2268,2035,1100,74
7905,,11328,295446,813,5001,2314,4369,2563,2268,2035,1100,74
7907,,11328,295446,813,5001,2316,4369,2566,2268,2035,1100,74
7908,,11328,295446,813,5001,2319,4369,2568,2268,2035,1100,74
7910,,11328,295446,813,5001,2322,4369,2570,2268,2035,1100,74
7911,,11328,295446,813,5001,2324,4369,2573,2268,2035,1100,75
7913,,11328,295446,813,5001,2327,4369,2575,2268,2035,1100,75
7915,,11328,295446,813,5001,2330,4369,2578,2268,2035,1100,75
7916,,11328,295446,813,5001,2332,4369,2580,2268,2035,1100,75
7918,,11328,295446,813,5001,2335,4369,2582,2268,2035,1100,75
7919,,11328,295446,813,5001,2338,4369,2585,2268,2035,1100,75
7921,,11328,295446,813,5001,2340,4369,2587,2268,2035,1100,75
7922,,11328,295446,813,5001,2343,4369,2590,2268,2035,1100,76
7924,,11328,295446,813,5001,2346,4369,2592,2268,2035,1100,76
7925,,11328,295446,813,5001,2348,4369,2594,2268,2035,1100,76
7927,,11328,295446,813,5001,2351,4369,2597,2268,2035,1100,76
7929,,11328,295446,813,5001,2354,4369,2599,2268,2035,1100,76
7930,,11328,295446,813,5001,2356,4369,2601,2268,2035,1100,76
7932,,11328,295446,813,5001,2359,4369,2604,2268,2035,1100,76
7933,,11328,295446,813,5001,2362,4369,2606,2268,2035,1100,77
7935,,11328,295446,813,5001,2364,4369,2609,2268,2035,1100,77
7936,,11328,295446,813,5001,2367,4369,2611,2268,2035,1100,77
7938,,11328,295446,813,5001,2370,4369,2613,2268,2035,1100,77
7940,,11328,295446,813,5001,2372,4369,2616,2268,2035,1100,77
7941,,11328,295446,813,5001,2375,4369,2618,2268,2035,1100,77
7943,,11328,295446,813,5001,2378,4369,2620,2268,2035,1100,78
7944,,11328,295446,813,5001,2380,4369,2623,2268,2035,1100,78
7946,,11328,295446,813,5001,2383,4369,2625,2268,2035,1100,78
7947,,11328,295446,813,5001,2386,4369,2628,2268,2035,1100,78
7949,,11328,295446,813,5001,2388,4369,2630,2268,2035,1100,78
7951,,11328,295446,813,5001,2391,4369,2629,2268,2035,1100,78
7952,,11328,295446,813,5001,2394,4369,2628,2268,2035,1100,78
7954,,11328,295446,813,5001,2396,4369,2627,2268,2035,1100,79
7955,,11328,295446,813,5001,2399,4369,2626,2268,2035,1100,79
7957,,11328,295446,813,5001,2402,4369,2625,2268,2035,1100,79
7958,,11328,295446,813,5001,2404,4369,2624,2268,2035,1100,79
7960,,11328,295446,813,5001,2407,4369,2624,2268,2035,1100,79
7963,,11328,295446,813,5001,2410,4369,2623,2268,2035,1100,79
7966,,11328,295446,813,5001,2412,4369,2622,2268,2035,1100,79
7969,,11328,295446,813,5001,2415,4369,2621,2268,2035,1100,80
7972,,11328,295446,813,5001,2418,4369,2620,2268,2035,1100,80
7975,,11328,295446,813,5001,2420,4369,2619,2268,2035,1100,80
,,11328,295446,813,5001,2423,4369,2618,2268,2035,1100,80
7982,,11328,295446,813,5001,2426,4369,2617,2268,2035,1100,80
7985,,11328,295446,813,5001,2428,4369,2616,2268,2035,1100,80
7988,,11328,295446,813,5001,2431,4369,2615,2268,2035,1100,80
7991,,11328,295446,813,5001,2434,4369,2614,2268,2035,1100,80
7994,,11328,295446,813,5001,2436,4369,2613,2268,2035,1100,80
7997,,11328,295446,813,5001,2439,4369,2612,2268,2035,1100,80
8000,,11328,295446,813,5001,2442,4369,2611,2268,2035,1100,80
8003,,11328,295446,813,5001,2444,4369,2610,2268,2035,1100,80
8006,,11328,295446,813,5001,2447,4369,2610,2268,2035,1100,80
8009,,11328,295446,813,5001,2450,4369,2609,2268,2035,1100,80
8012,,11328,295446,813,5001,2452,4369,2608,2268,2035,1100,80
8015,,11328,295446,813,5001,2455,4369,2607,2268,2035,1100,80
8019,,11328,295446,813,5001,2458,4369,2606,2268,2035,1100,80
8022,,11328,295446,813,5001,2460,4369,2605,2268,2035,1100,80
8025,,11328,295446,813,5001,2463,4369,2604,2268,2035,1100,80
8028,,11328,295446,813,5001,2466,4369,2604,2268,2035,1100,80
8031,,11328,295446,813,5001,2468,4369,2604,2268,2035,1100,80
8034,,11328,295446,813,5001,2471,4369,2604,2268,2035,1100,80
8037,,11328,295446,813,5001,2474,4369,2604,2268,2035,1100,80
8043,,11328,295446,813,5001,2476,4369,2604,2268,2035,1100,80
8049,,11328,295446,813,5001,2479,4369,2604,2268,2035,1100,80
8055,,11328,295446,813,5001,2482,4369,2604,2268,2035,1100,80
8061,,11328,295446,813,5001,2484,4369,2604,2268,2035,1100,80
8067,,11328,295446,813,5001,2487,4369,2604,2268,2035,1100,80
8072,,11328,295446,813,5001,2490,4369,2604,2268,2035,1100,80
8078,,11328,295446,813,5001,2492,4369,2604,2268,2035,1100,80
8084,,11328,295446,813,5001,2495,4369,2604,2268,2035,1100,80
8090,,11328,295446,813,5001,2498,4369,2604,2268,2035,1100,80
8096,,11328,295446,813,5001,2500,4369,2604,2268,2035,1100,80
8102,,11328,295446,813,5001,2503,4369,2604,2268,2035,1100,80
8107,,11328,295446,813,5001,2505,4369,2604,2268,2035,1100,80
8113,,11328,295446,813,5001,2508,4369,2604,2268,2035,1100,80
8118,,11328,295446,813,5001,2511,4369,2604,2268,2035,1100,80
8123,,11328,295446,813,5001,2513,4369,2604,2268,2035,1100,80
8129,,11328,295446,813,5001,2516,4369,2604,2268,2035,1100,80
8134,,11328,295446,813,5001,2519,4369,2604,2268,2035,1100,80
8139,,11328,295446,813,5001,2521,4369,2604,2268,2035,1100,80
8145,,11328,295446,813,5001,2524,4369,2604,2268,2035,1100,80
8150,,11328,295446,813,5001,2527,4369,2604,2268,2035,1100,80
8153,,11328,295446,813,5001,2529,4369,2604,2268,2035,1100,80
8156,,11328,295446,813,5001,2532,4369,2604,2268,2035,1100,80
8160,,11328,295446,813,5001,2535,4369,2604,2268,2035,1100,80
8163,,11328,295446,813,5001,2537,4369,2604,2268,2035,1100,80
8166,,11328,295446,813,5001,2540,4369,2604,2268,2035,1100,80
8169,,11328,295446,813,5001,2543,4369,2604,2268,2035,1100,80
8172,,11328,295446,813,5001,2545,4369,2604,2268,2035,1100,80
8176,,11328,295446,813,5001,2548,4369,2604,2268,2035,1100,80
8179,,11328,295446,813,5001,2551,4369,2604,2268,2035,1100,80
8182,,11328,295446,813,5001,2553,4369,2604,2268,2035,1100,80
8185,,11328,295446,813,5001,2556,4369,2604,2268,2035,1100,80
8188,,11328,295446,813,5001,2559,4369,2604,2268,2035,1100,80
8192,,11328,295446,813,5001,2561,4369,2604,2268,2035,1100,80
8195,,11328,295446,813,5001,2564,4369,2604,2268,2035,1100,80
8198,,11328,295446,813,5001,2567,4369,2604,2268,2035,1100,80
8201,,11328,295446,813,5001,2569,4369,2604,2268,2035,1100,80
8205,,11328,295446,813,5001,2572,4369,2604,2268,2035,1100,80
8208,,11328,295446,813,5001,2575,4369,2604,2268,2035,1100,80
8211,,11328,295446,813,5001,2577,4369,2604,2268,2035,1100,80
8214,,11328,295446,813,5001,2580,4369,2604,2268,2035,1100,80
8217,,11328,295446,813,5001,2583,4369,2604,2268,2035,1100,80
8221,,11328,295446,813,5001,2585,4369,2604,2268,2035,1100,80
8224,,11328,295446,813,5001,2588,4369,2604,2268,2035,1100,80
8227,,11328,295446,813,5001,2591,4369,2604,2268,2035,1100,80
8234,,11328,295446,813,5001,2593,4369,2604,2268,2035,1100,80
8240,,11328,295446,813,5001,2596,4369,2604,2268,2035,1100,80
8247,,11328,295446,813,5001,2599,4369,2604,2268,2035,1100,80
8254,,11328,295446,813,5001,2601,4369,2604,2268,2035,1100,80
8260,,11328,295446,813,5001,2604,4369,2604,2268,2035,1100,80
8267,,11328,295446,813,5001,2607,4369,2604,2268,2035,1100,80
